Hospital_ID,State,District,City,Hospital_Rating,District_Avg_Rating,Hospital_Score,Affordability_Score,Suitable_For_Disease,Recommendation
Hospital #9588,Uttar Pradesh,Moradabad,Moradabad,3.6,4,3.2,2.89,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Eye Care, Kidney Disease",Not Recommended
Hospital #9589,Punjab,Patiala,Patiala,3.1,4.85,4.08,8.26,"General Medicine, Cardiac Care, Orthopaedics, Neurology, Eye Care, Kidney Disease",Moderate
Hospital #9590,Uttarakhand,Udham Singh Nagar,"Udhamsinghnaga
R",2.6,4.17,3.96,6.46,"General Medicine, Orthopaedics, Maternity & Child Health, Neurology, Diabetes Management, Eye Care, Kidney Disease",Not Recommended
Hospital #9591,Karnataka,Hassan,Hassan,2.9,3.96,5.4,3.87,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Eye Care, Kidney Disease",Moderate
Hospital #9592,Gujarat,Vadodara,Vadodara,1.3,4.12,4.14,5.6,"General Medicine, Cardiac Care, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Moderate
Hospital #9593,Karnataka,Udupi,Kundapur,4.6,3.73,7.64,6.9,"General Medicine, Orthopaedics, Neurology, Eye Care, Kidney Disease",Highly Recommended
Hospital #9594,Tamilnadu,Kanyakumari,Marthandam,3.3,4.34,4.49,5.89,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Neurology, Eye Care, Kidney Disease",Moderate
Hospital #9595,Maharashtra,Pune,Baramati,4.4,4.04,6.88,8.43,"General Medicine, Cardiac Care, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care",Recommended
Hospital #9596,Rajasthan,Balotra,Balotra,4.1,5.07,4.44,2.1,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Moderate
Hospital #9597,Karnataka,Kolar,Kolar,4,4.05,4.78,6.35,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Moderate
Hospital #9598,Andhra Pradesh,Krishna,Vijaywada,2.3,4.24,5.93,4.19,"General Medicine, Orthopaedics, Maternity & Child Health, Neurology, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #9599,Karnataka,Bijapur,Bijapur,2.6,3.82,6.94,5.71,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #9600,Haryana,Jhajjar,Bahadurgarh,3.4,3.35,7.8,2.44,"General Medicine, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Highly Recommended
Hospital #9601,Karnataka,Hassan,Hassan,1.9,3.92,7.25,8.93,"General Medicine, Cardiac Care, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #9602,Punjab,Patiala,Patiala,4.8,4.6,7.94,6.62,"General Medicine, Orthopaedics, Neurology, Eye Care, Kidney Disease",Highly Recommended
Hospital #9603,Andhra Pradesh,Guntur,Guntur,3.3,4.2,3.44,3.47,"General Medicine, Cardiac Care, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Not Recommended
Hospital #9604,Punjab,Jalandhar,Jallandhar,2.6,3.86,5.44,5.86,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Eye Care, Kidney Disease",Moderate
Hospital #9605,Karnataka,Davanagere,Davangere,3.5,3.95,7.66,3.16,"General Medicine, Cardiac Care, Maternity & Child Health, Diabetes Management, Eye Care",Highly Recommended
Hospital #9606,Haryana,Jhajjar,Bahadurgarh,2.9,3.63,3.99,6.65,"General Medicine, Cardiac Care, Maternity & Child Health, Diabetes Management, Eye Care",Not Recommended
Hospital #9607,Kerala,Thiruvananthapuram,"Thiruvananthap
Uram",1.9,4.36,5.59,3.95,"General Medicine, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #9608,Telangana,Warangal,Warangal,2.5,3.01,5.5,6.5,"General Medicine, Cardiac Care, Maternity & Child Health, Diabetes Management, Eye Care",Recommended
Hospital #9609,Maharashtra,Ahmednagar,Ahmednagar,4.2,3.62,8.36,8.25,"General Medicine, Cardiac Care, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care",Highly Recommended
Hospital #9610,Rajasthan,Jodhpur,Jodhpur,3.6,3.97,4.68,2.37,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Diabetes Management, Eye Care, Kidney Disease",Moderate
Hospital #9611,Punjab,Ludhiana,Khanna,2.6,4.46,7.87,7.76,"General Medicine, Maternity & Child Health, Diabetes Management, Eye Care",Highly Recommended
Hospital #9612,Rajasthan,Jodhpur,Jodhpur,1.3,4.23,6.17,7.61,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #9613,Karnataka,Vijayanagara,Hospet,2.4,4.08,3.45,4.29,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Neurology, Diabetes Management, Eye Care, Kidney Disease",Not Recommended
Hospital #9614,Andhra Pradesh,East Godavari,Rajahmundry,2.3,4.65,2.97,4.77,"General Medicine, Cardiac Care, Maternity & Child Health, Diabetes Management, Eye Care",Not Recommended
Hospital #9615,Delhi,New Delhi,Delhi,1.3,3.93,3.72,6.35,Basic Primary Care,Not Recommended
Hospital #9616,Haryana,Ambala,Ambala,2.1,4.16,5.82,7.66,"General Medicine, Cardiac Care, Orthopaedics, Cancer Treatment, Neurology, Eye Care, Kidney Disease",Recommended
Hospital #9617,Tamilnadu,Salem,Salem,4.4,3.96,6.52,9.76,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Neurology, Eye Care, Kidney Disease",Recommended
Hospital #9618,Maharashtra,Ahmednagar,Ahmednagar,2.2,3.45,6.77,8.04,"General Medicine, Orthopaedics, Neurology, Eye Care, Kidney Disease",Recommended
Hospital #9619,Tamilnadu,Tiruchirappalli,Trichy,1,3.83,4.85,6.89,"General Medicine, Cardiac Care, Maternity & Child Health, Diabetes Management, Eye Care",Moderate
Hospital #9620,Gujarat,Gandhinagar,Gandhi Nagar,2.7,4.16,6.22,4.93,Basic Primary Care,Recommended
Hospital #9621,Tamilnadu,Cuddalore,Cuddalore,3.8,2.71,2.99,3.5,"General Medicine, Cardiac Care, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care",Not Recommended
Hospital #9622,Kerala,Ernakulam,Aluva,3.4,4.09,2.89,3.02,"General Medicine, Cardiac Care, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Not Recommended
Hospital #9623,Karnataka,Dakshina Kannada,Mangalore,2.6,3.56,5.2,2.22,"General Medicine, Orthopaedics, Maternity & Child Health, Neurology, Diabetes Management, Eye Care, Kidney Disease",Moderate
Hospital #9624,Madhya Pradesh,Indore,Indore,4.5,3.98,4.5,5.55,"General Medicine, Orthopaedics, Neurology, Eye Care, Kidney Disease",Moderate
Hospital #9625,Tamilnadu,Madurai,Madurai,1.6,4.17,8.26,6.53,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Highly Recommended
Hospital #9626,Assam,Dibrugarh,Dibrugarh,1.9,3.84,3.95,8.88,"General Medicine, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Not Recommended
Hospital #9627,Rajasthan,Kota,Kota,1.8,3.86,8.24,4.94,Diabetes Management,Highly Recommended
Hospital #9628,Andhra Pradesh,Krishna,Vijaywada,2.6,4.11,8.03,3.61,"General Medicine, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Highly Recommended
Hospital #9629,Tamilnadu,Nilgiris,Ooty,4.7,4.51,3.24,5.5,Diabetes Management,Not Recommended
Hospital #9630,Maharashtra,Pune,Baramati,2.6,4.08,4.98,9.38,"General Medicine, Cardiac Care, Maternity & Child Health, Diabetes Management, Eye Care",Moderate
Hospital #9631,Madhya Pradesh,Indore,Indore,2.5,4.14,5.88,5.55,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Neurology, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #9632,Tamilnadu,Coimbatore,Pollachi,4.7,4.07,4.24,8.41,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Moderate
Hospital #9633,West Bengal,Hooghly,Hoogli,4,3.18,7.83,5.8,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Neurology, Eye Care, Kidney Disease",Highly Recommended
Hospital #9634,Goa,North Goa,Panaji,2.4,3.66,2.73,4.59,"General Medicine, Orthopaedics, Neurology, Eye Care, Kidney Disease",Not Recommended
Hospital #9635,Rajasthan,Bharatpur,Bharatpur,3.5,3.9,2.89,6.96,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Not Recommended
Hospital #9636,Tamilnadu,Tiruchirappalli,Trichy,2.3,3.93,3.77,5.83,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Not Recommended
Hospital #9637,Tamilnadu,Kanyakumari,Marthandam,2.4,4.32,3.39,6.16,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Diabetes Management, Eye Care, Kidney Disease",Not Recommended
Hospital #9638,Karnataka,Bidar,Bidar,4.8,3.38,4.22,4.92,Basic Primary Care,Moderate
Hospital #9639,Tamilnadu,Coimbatore,Pollachi,4.8,4.06,5.98,2.92,"General Medicine, Orthopaedics, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #9640,Andhra Pradesh,East Godavari,East Godavari,3.1,4.58,7.1,8.49,"Maternity & Child Health, Diabetes Management, Eye Care",Recommended
Hospital #9641,Karnataka,Kalaburagi,Gulbarga,3.5,3.65,8.32,2.71,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Eye Care, Kidney Disease",Highly Recommended
Hospital #9642,Karnataka,Belagavi,Gokak,1.1,3.63,6.48,4.81,"General Medicine, Cardiac Care, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care",Recommended
Hospital #9643,Andhra Pradesh,Nandyal,Nandyal,4.5,3.57,5.81,2.27,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Eye Care, Kidney Disease",Recommended
Hospital #9644,Maharashtra,Thane,Kalyan,3.3,3.86,5.37,5.21,"General Medicine, Cardiac Care, Orthopaedics, Cancer Treatment, Neurology, Eye Care, Kidney Disease",Moderate
Hospital #9645,Punjab,Sahibzada Ajit Singh Nagar,Mohali,3.7,4.16,4.81,6.8,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Moderate
Hospital #9646,Punjab,Sahibzada Ajit Singh Nagar,Mohali,2,3.96,4.59,7.5,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Eye Care, Kidney Disease",Moderate
Hospital #9647,Tamilnadu,Virudhunagar,Sivakasi,3,4.42,6.57,8.23,"General Medicine, Orthopaedics, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #9648,Haryana,Rewari,Rewari,3.2,3.86,5.42,8.88,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Moderate
Hospital #9649,Karnataka,Mysore,Mysore,2.3,4.16,6.96,5.83,Eye Care,Recommended
Hospital #9650,Tamilnadu,Chennai,Chennai,1.9,4.04,7.19,8.11,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Eye Care, Kidney Disease",Recommended
Hospital #9651,Rajasthan,Churu,Churu,1.7,4.31,6.32,8.19,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Eye Care, Kidney Disease",Recommended
Hospital #9652,Telangana,Hyderabad,Hyderabad,3.8,3.94,3.99,6.8,"General Medicine, Cardiac Care, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care",Not Recommended
Hospital #9653,Tamilnadu,Chennai,Chennai,1.1,4.04,6.05,9.49,"General Medicine, Orthopaedics, Neurology, Eye Care, Kidney Disease",Recommended
Hospital #9654,Andhra Pradesh,East Godavari,Rajahmundry,2.1,4.92,7.91,6.35,"General Medicine, Orthopaedics, Neurology, Eye Care, Kidney Disease",Highly Recommended
Hospital #9655,Tamilnadu,Theni,Theni,3.9,4.4,3.49,4.5,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Not Recommended
Hospital #9656,Andhra Pradesh,Chittoor,Chittoor,3.7,3.9,6.93,2.4,"General Medicine, Cardiac Care, Orthopaedics, Cancer Treatment, Neurology, Eye Care, Kidney Disease",Recommended
Hospital #9657,Maharashtra,Ahmednagar,Ahmednagar,4.8,3.33,5.49,2.11,"General Medicine, Cardiac Care, Orthopaedics, Cancer Treatment, Neurology, Eye Care, Kidney Disease",Moderate
Hospital #9658,Maharashtra,Ahmednagar,Ahmednagar,4.9,3.61,8.32,9.58,"General Medicine, Orthopaedics, Neurology, Eye Care, Kidney Disease",Highly Recommended
Hospital #9659,Bihar,Purnia,Purnea,1.9,2.81,7.65,6.31,"General Medicine, Orthopaedics, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Highly Recommended
Hospital #9660,Punjab,Ludhiana,Ludhiana,1.4,4.15,3.08,2.43,"General Medicine, Orthopaedics, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Not Recommended
Hospital #9661,Jammu Kashmir,Srinagar,Srinagar,2.3,4.37,4.81,3.21,Basic Primary Care,Moderate
Hospital #9662,Himachal Pradesh,Bilaspur,Bilaspur,1.4,3.6,3.81,2.85,Basic Primary Care,Not Recommended
Hospital #9663,Karnataka,Vijayanagara,Hospet,3.4,4.08,3.53,8.85,"General Medicine, Cardiac Care, Orthopaedics, Cancer Treatment, Neurology, Eye Care, Kidney Disease",Not Recommended
Hospital #9664,Karnataka,Koppal,Koppal,4.7,4.22,6.33,9.44,"General Medicine, Cardiac Care, Maternity & Child Health, Diabetes Management, Eye Care",Recommended
Hospital #9665,Karnataka,Belagavi,Belguam,2.5,3.74,6.29,7.12,"General Medicine, Cardiac Care, Orthopaedics, Neurology, Eye Care, Kidney Disease",Recommended
Hospital #9666,Tamilnadu,Pudukkottai,Pudukkottai,2.8,4.69,3.89,3.74,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Not Recommended
Hospital #9667,Tamilnadu,Namakkal,Namakkal,3,4.17,2.72,4.19,"General Medicine, Orthopaedics, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Not Recommended
Hospital #9668,West Bengal,Hooghly,Hooghly,4.8,2.95,7.51,8.08,Basic Primary Care,Highly Recommended
Hospital #9669,Assam,Kamrup Metropolitan,Guwahati,4.6,4.76,7.59,4.07,"General Medicine, Cardiac Care, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Highly Recommended
Hospital #9670,Karnataka,Ramanagara,Ramanagra,1.7,4.4,8.31,7.39,Eye Care,Highly Recommended
Hospital #9671,Tamilnadu,Cuddalore,Cuddalore,3.5,2.94,7.25,7.83,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #9672,Tamilnadu,Chennai,Chennai,4.9,4,6.46,8.63,"General Medicine, Cardiac Care, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #9673,Telangana,Hyderabad,Secunderabad,1.9,4.07,5.28,2.35,"General Medicine, Cardiac Care, Orthopaedics, Neurology, Eye Care, Kidney Disease",Moderate
Hospital #9674,Maharashtra,Aurangabad,Aurangabad,2.9,3.97,2.63,3.5,"General Medicine, Orthopaedics, Neurology, Eye Care, Kidney Disease",Not Recommended
Hospital #9675,Tamilnadu,Tiruchirappalli,Trichy,1.8,3.85,4.85,4.57,"General Medicine, Orthopaedics, Maternity & Child Health, Neurology, Diabetes Management, Eye Care, Kidney Disease",Moderate
Hospital #9676,Karnataka,Chitradurga,Chitradurga,4.6,4.36,6.52,2.02,"General Medicine, Cardiac Care, Maternity & Child Health, Diabetes Management, Eye Care",Recommended
Hospital #9677,Karnataka,Belagavi,Gokak,3.6,3.57,5.12,8.67,"Diabetes Management, Eye Care",Moderate
Hospital #9678,Andhra Pradesh,Ananthapuramu,Anantpur,4.2,4.47,3.24,4.78,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Not Recommended
Hospital #9679,Gujarat,Surat,Surat,2.3,4.42,3.02,3.56,"General Medicine, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Not Recommended
Hospital #9680,Rajasthan,Udaipur,Udaipur,1.6,4.1,5.7,9.42,"General Medicine, Cardiac Care, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #9681,Karnataka,Kodagu,Madikeri,1.3,3.6,6.5,4.16,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #9682,Uttar Pradesh,Gautam Buddha Nagar,Greater Noida,4.9,4.09,3.35,5.8,"General Medicine, Maternity & Child Health, Diabetes Management, Eye Care",Not Recommended
Hospital #9683,Karnataka,Ramanagara,Ramanagra,2.6,4.52,6.33,6.03,"Diabetes Management, Eye Care",Recommended
Hospital #9684,Rajasthan,Barmer,Barmer,4.5,4.27,6.68,5.46,"General Medicine, Cardiac Care, Maternity & Child Health, Diabetes Management, Eye Care",Recommended
Hospital #9685,Andhra Pradesh,West Godavari,West Godavari,1.6,3.77,4.34,7.47,"General Medicine, Orthopaedics, Maternity & Child Health, Neurology, Diabetes Management, Eye Care, Kidney Disease",Moderate
Hospital #9686,Rajasthan,Bikaner,Bikaner,3.5,3.9,8.12,7.79,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Neurology, Diabetes Management, Eye Care, Kidney Disease",Highly Recommended
Hospital #9687,Gujarat,Sabarkantha,Himmatnagar,2.6,4.46,3.98,3.22,"General Medicine, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Not Recommended
Hospital #9688,Goa,North Goa,Goa,2.8,4.03,5.08,4.3,"General Medicine, Cardiac Care, Orthopaedics, Neurology, Eye Care, Kidney Disease",Moderate
Hospital #9689,Karnataka,Dharwad,Hubli,4.6,4.1,7.66,6.59,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Highly Recommended
Hospital #9690,Tamilnadu,Karur,Karur,2.5,4.89,6.34,5.62,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #9691,Punjab,Bathinda,Bhatinda,3.7,4.69,4.24,6.8,Diabetes Management,Moderate
Hospital #9692,Tamilnadu,Salem,Salem,1.3,3.91,4.58,8.99,"General Medicine, Orthopaedics, Maternity & Child Health, Neurology, Diabetes Management, Eye Care, Kidney Disease",Moderate
Hospital #9693,Uttar Pradesh,Gautam Buddha Nagar,"Gautam Buddha 
Nagar",4.3,4.25,4.92,5.99,"General Medicine, Cardiac Care, Orthopaedics, Neurology, Eye Care, Kidney Disease",Moderate
Hospital #9694,West Bengal,North 24 Parganas,"North 24 
Parganas",4.5,4.26,4.48,5.19,"General Medicine, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Moderate
Hospital #9695,Uttar Pradesh,Mathura,Mathura,2.8,4,7.08,2.25,"Maternity & Child Health, Diabetes Management, Eye Care",Recommended
Hospital #9696,Karnataka,Uttara Kannada,Karwar,1.5,3.72,7.16,8.91,"General Medicine, Cardiac Care, Maternity & Child Health, Diabetes Management, Eye Care",Recommended
Hospital #9697,Kerala,Palakkad,Palakkad,3.4,4.34,4.31,9.23,"General Medicine, Orthopaedics, Neurology, Eye Care, Kidney Disease",Moderate
Hospital #9698,Rajasthan,Jhunjhunu,Jhunjhunu,3.1,4.02,3.11,4.52,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Neurology, Eye Care, Kidney Disease",Not Recommended
Hospital #9699,West Bengal,Hooghly,Hooghly,4.5,2.96,2.59,5.14,"Diabetes Management, Eye Care",Not Recommended
Hospital #9700,Maharashtra,Pune,Pune,4.3,4.01,5.04,6.25,"General Medicine, Cardiac Care, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Moderate
Hospital #9701,Uttar Pradesh,Gautam Buddha Nagar,Noida,3.4,4.15,7.52,7.83,"General Medicine, Cardiac Care, Orthopaedics, Neurology, Eye Care, Kidney Disease",Highly Recommended
Hospital #9702,Rajasthan,Banswara,Banswara,4.5,4.18,2.93,4.79,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Neurology, Eye Care, Kidney Disease",Not Recommended
Hospital #9703,Uttar Pradesh,Lucknow,Lucknow,2,4.18,7.95,4.84,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Neurology, Diabetes Management, Eye Care, Kidney Disease",Highly Recommended
Hospital #9704,Jharkhand,Dhanbad,Dhanbad,4.2,4.07,5.98,2.67,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Neurology, Eye Care, Kidney Disease",Recommended
Hospital #9705,Karnataka,Shimoga,Tirthahalli,4.1,3.64,5.02,3.45,"General Medicine, Orthopaedics, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Moderate
Hospital #9706,Karnataka,Koppal,Koppal,1.2,4.06,8.2,5.24,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Eye Care, Kidney Disease",Highly Recommended
Hospital #9707,Haryana,Fatehabad,Fatehabad,4.2,4.12,8.21,6.36,"General Medicine, Cardiac Care, Orthopaedics, Neurology, Eye Care, Kidney Disease",Highly Recommended
Hospital #9708,Goa,North Goa,Panaji,1.6,4.03,4.52,7.04,"General Medicine, Orthopaedics, Neurology, Eye Care, Kidney Disease",Moderate
Hospital #9709,Rajasthan,Pali,Pali,1.6,4.48,5.06,7.07,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Neurology, Diabetes Management, Eye Care, Kidney Disease",Moderate
Hospital #9710,Karnataka,Hassan,Hassan,1.2,3.94,2.89,6.18,"General Medicine, Cardiac Care, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care",Not Recommended
Hospital #9711,Andhra Pradesh,Ysr Kadapa,Kadapa,2.3,3.72,6.18,6.6,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Eye Care, Kidney Disease",Recommended
Hospital #9712,Andhra Pradesh,East Godavari,Rajahmundry,2.6,4.81,7.81,2.51,"General Medicine, Cardiac Care, Orthopaedics, Cancer Treatment, Neurology, Eye Care, Kidney Disease",Highly Recommended
Hospital #9713,Punjab,Patiala,Patiala,2.9,4.61,7.7,5.34,"General Medicine, Orthopaedics, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Highly Recommended
Hospital #9714,Kerala,Ernakulam,Kochi,4.7,3.93,5.7,5.31,"Maternity & Child Health, Diabetes Management, Eye Care",Recommended
Hospital #9715,Tamilnadu,Karur,Karur,2.6,4.87,6.54,3.3,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #9716,Andhra Pradesh,Nandyal,Nandyal,2.8,3.54,8.41,2.43,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Neurology, Eye Care, Kidney Disease",Highly Recommended
Hospital #9717,West Bengal,Purba Bardhaman,Burdhwan,2.8,4.77,7.03,6.57,Diabetes Management,Recommended
Hospital #9718,Punjab,Rupnagar,Ropar,1,4.26,3.43,9.22,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Not Recommended
Hospital #9719,Telangana,Warangal,Warangal,4.2,3.27,3.56,8.29,"General Medicine, Cardiac Care, Maternity & Child Health, Diabetes Management, Eye Care",Not Recommended
Hospital #9720,Andhra Pradesh,Chittoor,Chitoor,3.5,4.14,8.11,5.89,Eye Care,Highly Recommended
Hospital #9721,Tamilnadu,Virudhunagar,Sivakasi,2.3,4.66,6.24,7.66,Eye Care,Recommended
Hospital #9722,Punjab,Patiala,Rajpura,1.7,4.56,5.27,6.21,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Moderate
Hospital #9723,West Bengal,Hooghly,Hooghly,1.7,3.16,7.46,3.37,"General Medicine, Cardiac Care, Orthopaedics, Cancer Treatment, Neurology, Eye Care, Kidney Disease",Recommended
Hospital #9724,Kerala,Thiruvananthapuram,"Thiruvananthap
Uram",3.7,4.17,7.13,4.02,"General Medicine, Cardiac Care, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #9725,Karnataka,Chamarajanagar,Chamrajnagar,3.4,3.34,3.99,7.4,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Not Recommended
Hospital #9726,Madhya Pradesh,Mandsaur,Mandsaur,4.1,4.45,3.91,2.67,"General Medicine, Orthopaedics, Neurology, Eye Care, Kidney Disease",Not Recommended
Hospital #9727,Karnataka,Uttara Kannada,Sirsi,4.1,3.57,4.11,6.31,"General Medicine, Cardiac Care, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care",Moderate
Hospital #9728,Madhya Pradesh,Bhopal,Bhopal,4.3,4.29,5.94,7.82,"Diabetes Management, Eye Care",Recommended
Hospital #9729,Tamilnadu,Kanyakumari,Kanyakumari,2.7,4.29,8.42,8.6,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Neurology, Diabetes Management, Eye Care, Kidney Disease",Highly Recommended
Hospital #9730,Madhya Pradesh,Gwalior,Gwalior,4.4,3.81,6.33,4.89,"General Medicine, Maternity & Child Health, Diabetes Management, Eye Care",Recommended
Hospital #9731,Karnataka,Belagavi,Belguam,4.3,3.65,3.96,5.89,"General Medicine, Cardiac Care, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care",Not Recommended
Hospital #9732,Andhra Pradesh,East Godavari,East Godavari,4.5,4.73,5.29,2.25,"General Medicine, Cardiac Care, Orthopaedics, Cancer Treatment, Neurology, Eye Care, Kidney Disease",Moderate
Hospital #9733,Andhra Pradesh,Srikakulam,Srikakulam,3.9,3.35,7.24,2.75,"Maternity & Child Health, Diabetes Management, Eye Care",Recommended
Hospital #9734,Tamilnadu,Thanjavur,Thanjavur,1.9,4.15,6.03,5.95,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Recommended
